installation_step,bar_index,entity_id,guid,name,tag,length_mm,radius_mm,entry_direction,forced_core_resolution
2866,2630,289492,3PpqhBPkD87Rcsb8SRKig3,主梁钢筋_N20:主梁钢筋_N20:681184,681184,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2867,2623,289415,3PpqhBPkD87Rcsb8SRKigq,主梁钢筋_N20:主梁钢筋_N20:681175,681175,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2868,2616,289338,3PpqhBPkD87Rcsb8SRKigj,主梁钢筋_N20:主梁钢筋_N20:681166,681166,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2869,2609,289261,3PpqhBPkD87Rcsb8SRKigc,主梁钢筋_N20:主梁钢筋_N20:681157,681157,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2870,2602,289184,3PpqhBPkD87Rcsb8SRKihV,主梁钢筋_N20:主梁钢筋_N20:681148,681148,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2871,2595,289107,3PpqhBPkD87Rcsb8SRKihG,主梁钢筋_N20:主梁钢筋_N20:681139,681139,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2872,2588,289030,3PpqhBPkD87Rcsb8SRKih9,主梁钢筋_N20:主梁钢筋_N20:681130,681130,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2873,2581,288953,3PpqhBPkD87Rcsb8SRKih2,主梁钢筋_N20:主梁钢筋_N20:681121,681121,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2874,2574,288876,3PpqhBPkD87Rcsb8SRKihx,主梁钢筋_N20:主梁钢筋_N20:681112,681112,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2875,2567,288799,3PpqhBPkD87Rcsb8SRKihi,主梁钢筋_N20:主梁钢筋_N20:681103,681103,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2876,2560,288722,3PpqhBPkD87Rcsb8SRKihb,主梁钢筋_N20:主梁钢筋_N20:681094,681094,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2877,2553,288645,3PpqhBPkD87Rcsb8SRKieU,主梁钢筋_N20:主梁钢筋_N20:681085,681085,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2878,2546,288568,3PpqhBPkD87Rcsb8SRKieN,主梁钢筋_N20:主梁钢筋_N20:681076,681076,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2879,2539,288491,3PpqhBPkD87Rcsb8SRKie8,主梁钢筋_N20:主梁钢筋_N20:681067,681067,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2880,2532,288414,3PpqhBPkD87Rcsb8SRKien,主梁钢筋_N20:主梁钢筋_N20:681042,681042,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2881,1973,272181,3PpqhBPkD87Rcsb8SRKljn,主梁钢筋_N20:主梁钢筋_N20:677138,677138,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2882,2685,295153,3PpqhBPkD87Rcsb8SRKiiw,主梁钢筋_N20:主梁钢筋_N20:681305,681305,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2883,2688,297686,3PpqhBPkD87Rcsb8SRKii_,主梁钢筋_N20:主梁钢筋_N20:681309,681309,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2884,2692,298980,3PpqhBPkD87Rcsb8SRKii1,主梁钢筋_N20:主梁钢筋_N20:681314,681314,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2885,2696,299024,3PpqhBPkD87Rcsb8SRKii4,主梁钢筋_N20:主梁钢筋_N20:681319,681319,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2886,2700,299068,3PpqhBPkD87Rcsb8SRKiiF,主梁钢筋_N20:主梁钢筋_N20:681324,681324,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2887,2704,299112,3PpqhBPkD87Rcsb8SRKiiI,主梁钢筋_N20:主梁钢筋_N20:681329,681329,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2888,2708,299156,3PpqhBPkD87Rcsb8SRKiiL,主梁钢筋_N20:主梁钢筋_N20:681334,681334,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2889,2712,299200,3PpqhBPkD87Rcsb8SRKiiO,主梁钢筋_N20:主梁钢筋_N20:681339,681339,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2890,2716,299244,3PpqhBPkD87Rcsb8SRKilZ,主梁钢筋_N20:主梁钢筋_N20:681344,681344,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2891,2720,299288,3PpqhBPkD87Rcsb8SRKilc,主梁钢筋_N20:主梁钢筋_N20:681349,681349,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2892,2724,299332,3PpqhBPkD87Rcsb8SRKilf,主梁钢筋_N20:主梁钢筋_N20:681354,681354,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2893,2728,299376,3PpqhBPkD87Rcsb8SRKili,主梁钢筋_N20:主梁钢筋_N20:681359,681359,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2894,2732,299420,3PpqhBPkD87Rcsb8SRKilt,主梁钢筋_N20:主梁钢筋_N20:681364,681364,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2895,2736,299464,3PpqhBPkD87Rcsb8SRKilw,主梁钢筋_N20:主梁钢筋_N20:681369,681369,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2896,2740,299508,3PpqhBPkD87Rcsb8SRKilz,主梁钢筋_N20:主梁钢筋_N20:681374,681374,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2897,2744,299552,3PpqhBPkD87Rcsb8SRKil0,主梁钢筋_N20:主梁钢筋_N20:681379,681379,378.81722,6.00000,0.00000000;0.00000000;-1.00000000,0
2898,1857,231905,38lmzEJk5DlwQHsgkQsDmG,主梁钢筋_N3c:主梁钢筋_N3c:640936,640936,2787.65423,9.00000,0.00000000;0.00000000;-1.00000000,0
2899,1044,158409,0b6PArLq5FShymH3s4v2tS,主梁钢筋_N3c:主梁钢筋_N3c:630837,630837,2787.65385,9.00000,0.00000000;0.00000000;-1.00000000,0
2900,3048,367798,3qlyKYfH9E9fgTzD5PQC_Y,主梁钢筋_N23:主梁钢筋_N23:685387,685387,566.22403,6.00000,0.00000000;0.00000000;-1.00000000,0
2901,3043,366459,3qlyKYfH9E9fgTzD5PQC_j,主梁钢筋_N23:主梁钢筋_N23:685380,685380,566.22403,6.00000,0.00000000;0.00000000;-1.00000000,0
2902,3076,369390,3qlyKYfH9E9fgTzD5PQCz7,主梁钢筋_N23:主梁钢筋_N23:685486,685486,566.22488,6.00000,0.00000000;0.00000000;-1.00000000,0
2903,3081,369445,3qlyKYfH9E9fgTzD5PQCzQ,主梁钢筋_N23:主梁钢筋_N23:685491,685491,566.22488,6.00000,0.00000000;0.00000000;-1.00000000,0
2904,3053,367853,3qlyKYfH9E9fgTzD5PQC_x,主梁钢筋_N23:主梁钢筋_N23:685394,685394,566.22403,6.00000,0.00000000;0.00000000;-1.00000000,0
2905,3086,369500,3qlyKYfH9E9fgTzD5PQCzH,主梁钢筋_N23:主梁钢筋_N23:685496,685496,566.22488,6.00000,0.00000000;0.00000000;-1.00000000,0
2906,3038,361282,3qlyKYfH9E9fgTzD5PQC$H,主梁钢筋_N23:主梁钢筋_N23:685368,685368,566.22488,6.00000,0.00000000;0.00000000;-1.00000000,0
2907,3032,361216,3qlyKYfH9E9fgTzD5PQC$s,主梁钢筋_N23:主梁钢筋_N23:685343,685343,566.22488,6.00000,0.00000000;0.00000000;-1.00000000,0
2908,3026,359866,3qlyKYfH9E9fgTzD5PQCxF,主梁钢筋_N23:主梁钢筋_N23:685094,685094,566.22488,6.00000,0.00000000;0.00000000;-1.00000000,0
2909,3059,369203,3qlyKYfH9E9fgTzD5PQCzm,主梁钢筋_N23:主梁钢筋_N23:685465,685465,566.22403,6.00000,0.00000000;0.00000000;-1.00000000,0
2910,3065,369269,3qlyKYfH9E9fgTzD5PQCz8,主梁钢筋_N23:主梁钢筋_N23:685473,685473,566.22403,6.00000,0.00000000;0.00000000;-1.00000000,0
2911,3071,369335,3qlyKYfH9E9fgTzD5PQCz0,主梁钢筋_N23:主梁钢筋_N23:685481,685481,566.22403,6.00000,0.00000000;0.00000000;-1.00000000,0
2912,2635,289547,3PpqhBPkD87Rcsb8SRKigB,主梁钢筋_N20:主梁钢筋_N20:681192,681192,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2913,2629,289481,3PpqhBPkD87Rcsb8SRKigy,主梁钢筋_N20:主梁钢筋_N20:681183,681183,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2914,2622,289404,3PpqhBPkD87Rcsb8SRKigr,主梁钢筋_N20:主梁钢筋_N20:681174,681174,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2915,2615,289327,3PpqhBPkD87Rcsb8SRKigk,主梁钢筋_N20:主梁钢筋_N20:681165,681165,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2916,2608,289250,3PpqhBPkD87Rcsb8SRKigd,主梁钢筋_N20:主梁钢筋_N20:681156,681156,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2917,2601,289173,3PpqhBPkD87Rcsb8SRKihO,主梁钢筋_N20:主梁钢筋_N20:681147,681147,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2918,2594,289096,3PpqhBPkD87Rcsb8SRKihH,主梁钢筋_N20:主梁钢筋_N20:681138,681138,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2919,2587,289019,3PpqhBPkD87Rcsb8SRKihA,主梁钢筋_N20:主梁钢筋_N20:681129,681129,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2920,2580,288942,3PpqhBPkD87Rcsb8SRKih3,主梁钢筋_N20:主梁钢筋_N20:681120,681120,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2921,2573,288865,3PpqhBPkD87Rcsb8SRKihq,主梁钢筋_N20:主梁钢筋_N20:681111,681111,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2922,2566,288788,3PpqhBPkD87Rcsb8SRKihj,主梁钢筋_N20:主梁钢筋_N20:681102,681102,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2923,2559,288711,3PpqhBPkD87Rcsb8SRKihc,主梁钢筋_N20:主梁钢筋_N20:681093,681093,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2924,2552,288634,3PpqhBPkD87Rcsb8SRKieV,主梁钢筋_N20:主梁钢筋_N20:681084,681084,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2925,2545,288557,3PpqhBPkD87Rcsb8SRKieG,主梁钢筋_N20:主梁钢筋_N20:681075,681075,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2926,2538,288480,3PpqhBPkD87Rcsb8SRKie9,主梁钢筋_N20:主梁钢筋_N20:681066,681066,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2927,1972,270919,3PpqhBPkD87Rcsb8SRKlew,主梁钢筋_N20:主梁钢筋_N20:676953,676953,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2928,2691,298969,3PpqhBPkD87Rcsb8SRKii2,主梁钢筋_N20:主梁钢筋_N20:681313,681313,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2929,2695,299013,3PpqhBPkD87Rcsb8SRKii5,主梁钢筋_N20:主梁钢筋_N20:681318,681318,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2930,2699,299057,3PpqhBPkD87Rcsb8SRKii8,主梁钢筋_N20:主梁钢筋_N20:681323,681323,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2931,2703,299101,3PpqhBPkD87Rcsb8SRKiiJ,主梁钢筋_N20:主梁钢筋_N20:681328,681328,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2932,2707,299145,3PpqhBPkD87Rcsb8SRKiiM,主梁钢筋_N20:主梁钢筋_N20:681333,681333,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2933,2711,299189,3PpqhBPkD87Rcsb8SRKiiP,主梁钢筋_N20:主梁钢筋_N20:681338,681338,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2934,2715,299233,3PpqhBPkD87Rcsb8SRKiiS,主梁钢筋_N20:主梁钢筋_N20:681343,681343,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2935,2719,299277,3PpqhBPkD87Rcsb8SRKild,主梁钢筋_N20:主梁钢筋_N20:681348,681348,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2936,2723,299321,3PpqhBPkD87Rcsb8SRKilg,主梁钢筋_N20:主梁钢筋_N20:681353,681353,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2937,2727,299365,3PpqhBPkD87Rcsb8SRKilj,主梁钢筋_N20:主梁钢筋_N20:681358,681358,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2938,2731,299409,3PpqhBPkD87Rcsb8SRKilm,主梁钢筋_N20:主梁钢筋_N20:681363,681363,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2939,2735,299453,3PpqhBPkD87Rcsb8SRKilx,主梁钢筋_N20:主梁钢筋_N20:681368,681368,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2940,2739,299497,3PpqhBPkD87Rcsb8SRKil_,主梁钢筋_N20:主梁钢筋_N20:681373,681373,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2941,2743,299541,3PpqhBPkD87Rcsb8SRKil1,主梁钢筋_N20:主梁钢筋_N20:681378,681378,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2942,2747,299585,3PpqhBPkD87Rcsb8SRKil4,主梁钢筋_N20:主梁钢筋_N20:681383,681383,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2943,2687,297675,3PpqhBPkD87Rcsb8SRKii$,主梁钢筋_N20:主梁钢筋_N20:681308,681308,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2944,2531,288403,3PpqhBPkD87Rcsb8SRKieo,主梁钢筋_N20:主梁钢筋_N20:681041,681041,383.74308,6.00000,0.00000000;0.00000000;-1.00000000,0
2945,3056,369170,3qlyKYfH9E9fgTzD5PQCzy,主梁钢筋_N23:主梁钢筋_N23:685461,685461,564.63291,6.00000,0.00000000;0.00000000;-1.00000000,0
2946,3062,369236,3qlyKYfH9E9fgTzD5PQCzq,主梁钢筋_N23:主梁钢筋_N23:685469,685469,564.63291,6.00000,0.00000000;0.00000000;-1.00000000,0
2947,3068,369302,3qlyKYfH9E9fgTzD5PQCzC,主梁钢筋_N23:主梁钢筋_N23:685477,685477,564.63291,6.00000,0.00000000;0.00000000;-1.00000000,0
2948,3035,361249,3qlyKYfH9E9fgTzD5PQC$T,主梁钢筋_N23:主梁钢筋_N23:685364,685364,564.63291,6.00000,0.00000000;0.00000000;-1.00000000,0
2949,3029,361183,3qlyKYfH9E9fgTzD5PQC$o,主梁钢筋_N23:主梁钢筋_N23:685339,685339,564.63291,6.00000,0.00000000;0.00000000;-1.00000000,0
2950,3023,355995,3qlyKYfH9E9fgTzD5PQCxx,主梁钢筋_N23:主梁钢筋_N23:685074,685074,564.63291,6.00000,0.00000000;0.00000000;-1.00000000,0
2951,1530,208949,03N8znp9vBf95NCihtG5A0,主梁钢筋_N7d:主梁钢筋_N7d:639691,639691,1940.84946,6.00000,0.00000000;0.00000000;-1.00000000,0
2952,1532,208971,03N8znp9vBf95NCihtG5Aw,主梁钢筋_N7d:主梁钢筋_N7d:639729,639729,1940.84946,6.00000,0.00000000;0.00000000;-1.00000000,0
2953,1534,208993,03N8znp9vBf95NCihtG5A$,主梁钢筋_N7d:主梁钢筋_N7d:639732,639732,1940.84946,6.00000,0.00000000;0.00000000;-1.00000000,0
2954,1536,209015,03N8znp9vBf95NCihtG5Ay,主梁钢筋_N7d:主梁钢筋_N7d:639735,639735,1940.84946,6.00000,0.00000000;0.00000000;-1.00000000,0
2955,1538,209037,03N8znp9vBf95NCihtG5An,主梁钢筋_N7d:主梁钢筋_N7d:639738,639738,1940.84946,6.00000,0.00000000;0.00000000;-1.00000000,0
2956,1549,209158,03N8znp9vBf95NCihtG5DU,主梁钢筋_N7d:主梁钢筋_N7d:639765,639765,1940.84946,6.00000,0.00000000;0.00000000;-1.00000000,0
2957,1551,209180,03N8znp9vBf95NCihtG5DS,主梁钢筋_N7d:主梁钢筋_N7d:639767,639767,1940.84946,6.00000,0.00000000;0.00000000;-1.00000000,0
2958,1553,209202,03N8znp9vBf95NCihtG5DI,主梁钢筋_N7d:主梁钢筋_N7d:639769,639769,1940.84946,6.00000,0.00000000;0.00000000;-1.00000000,0
2959,1555,209224,03N8znp9vBf95NCihtG5DG,主梁钢筋_N7d:主梁钢筋_N7d:639771,639771,1940.84946,6.00000,0.00000000;0.00000000;-1.00000000,0
2960,1557,209246,03N8znp9vBf95NCihtG5DM,主梁钢筋_N7d:主梁钢筋_N7d:639773,639773,1940.84946,6.00000,0.00000000;0.00000000;-1.00000000,0
2961,1529,206451,03N8znp9vBf95NCihtG2zB,主梁钢筋_N7d:主梁钢筋_N7d:638720,638720,1940.88988,6.00000,0.00000000;0.00000000;-1.00000000,0
2962,1531,208960,03N8znp9vBf95NCihtG5Ax,主梁钢筋_N7d:主梁钢筋_N7d:639728,639728,1940.88988,6.00000,0.00000000;0.00000000;-1.00000000,0
2963,1533,208982,03N8znp9vBf95NCihtG5Au,主梁钢筋_N7d:主梁钢筋_N7d:639731,639731,1940.88988,6.00000,0.00000000;0.00000000;-1.00000000,0
2964,1535,209004,03N8znp9vBf95NCihtG5Az,主梁钢筋_N7d:主梁钢筋_N7d:639734,639734,1940.88988,6.00000,0.00000000;0.00000000;-1.00000000,0
2965,1537,209026,03N8znp9vBf95NCihtG5Ao,主梁钢筋_N7d:主梁钢筋_N7d:639737,639737,1940.88988,6.00000,0.00000000;0.00000000;-1.00000000,0
2966,1550,209169,03N8znp9vBf95NCihtG5DT,主梁钢筋_N7d:主梁钢筋_N7d:639766,639766,1940.88988,6.00000,0.00000000;0.00000000;-1.00000000,0
2967,1552,209191,03N8znp9vBf95NCihtG5DJ,主梁钢筋_N7d:主梁钢筋_N7d:639768,639768,1940.88988,6.00000,0.00000000;0.00000000;-1.00000000,0
2968,1554,209213,03N8znp9vBf95NCihtG5DH,主梁钢筋_N7d:主梁钢筋_N7d:639770,639770,1940.88988,6.00000,0.00000000;0.00000000;-1.00000000,0
2969,1556,209235,03N8znp9vBf95NCihtG5DN,主梁钢筋_N7d:主梁钢筋_N7d:639772,639772,1940.88988,6.00000,0.00000000;0.00000000;-1.00000000,0
2970,1558,209257,03N8znp9vBf95NCihtG5DL,主梁钢筋_N7d:主梁钢筋_N7d:639774,639774,1940.88988,6.00000,0.00000000;0.00000000;-1.00000000,0
2971,1251,186037,03N8znp9vBf95NCihtG3fi,主梁钢筋_N7:主梁钢筋_N7:633383,633383,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2972,1253,188512,03N8znp9vBf95NCihtG3t5,主梁钢筋_N7:主梁钢筋_N7:634254,634254,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2973,1255,188534,03N8znp9vBf95NCihtG3te,主梁钢筋_N7:主梁钢筋_N7:634275,634275,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2974,1257,188556,03N8znp9vBf95NCihtG3ti,主梁钢筋_N7:主梁钢筋_N7:634279,634279,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2975,1259,188578,03N8znp9vBf95NCihtG3tW,主梁钢筋_N7:主梁钢筋_N7:634283,634283,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2976,1261,188600,03N8znp9vBf95NCihtG3ta,主梁钢筋_N7:主梁钢筋_N7:634287,634287,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2977,1263,188622,03N8znp9vBf95NCihtG3tu,主梁钢筋_N7:主梁钢筋_N7:634291,634291,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2978,1265,188644,03N8znp9vBf95NCihtG3ty,主梁钢筋_N7:主梁钢筋_N7:634295,634295,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2979,1267,188666,03N8znp9vBf95NCihtG3tm,主梁钢筋_N7:主梁钢筋_N7:634299,634299,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2980,1269,188688,03N8znp9vBf95NCihtG3tq,主梁钢筋_N7:主梁钢筋_N7:634303,634303,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2981,1271,188710,03N8znp9vBf95NCihtG3s8,主梁钢筋_N7:主梁钢筋_N7:634307,634307,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2982,1273,188732,03N8znp9vBf95NCihtG3sC,主梁钢筋_N7:主梁钢筋_N7:634311,634311,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2983,1275,188754,03N8znp9vBf95NCihtG3s0,主梁钢筋_N7:主梁钢筋_N7:634315,634315,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2984,1277,188776,03N8znp9vBf95NCihtG3s4,主梁钢筋_N7:主梁钢筋_N7:634319,634319,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2985,1279,188798,03N8znp9vBf95NCihtG3sO,主梁钢筋_N7:主梁钢筋_N7:634323,634323,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2986,1281,188820,03N8znp9vBf95NCihtG3sG,主梁钢筋_N7:主梁钢筋_N7:634331,634331,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2987,1283,188842,03N8znp9vBf95NCihtG3sK,主梁钢筋_N7:主梁钢筋_N7:634335,634335,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2988,1285,188864,03N8znp9vBf95NCihtG3se,主梁钢筋_N7:主梁钢筋_N7:634339,634339,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2989,1287,188886,03N8znp9vBf95NCihtG3si,主梁钢筋_N7:主梁钢筋_N7:634343,634343,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2990,1289,188908,03N8znp9vBf95NCihtG3sW,主梁钢筋_N7:主梁钢筋_N7:634347,634347,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2991,1291,188930,03N8znp9vBf95NCihtG3sa,主梁钢筋_N7:主梁钢筋_N7:634351,634351,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2992,1293,188952,03N8znp9vBf95NCihtG3su,主梁钢筋_N7:主梁钢筋_N7:634355,634355,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2993,1295,188974,03N8znp9vBf95NCihtG3sy,主梁钢筋_N7:主梁钢筋_N7:634359,634359,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2994,1297,188996,03N8znp9vBf95NCihtG3sm,主梁钢筋_N7:主梁钢筋_N7:634363,634363,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2995,1299,189018,03N8znp9vBf95NCihtG3sq,主梁钢筋_N7:主梁钢筋_N7:634367,634367,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2996,1301,189040,03N8znp9vBf95NCihtG3v8,主梁钢筋_N7:主梁钢筋_N7:634371,634371,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2997,1303,189062,03N8znp9vBf95NCihtG3vC,主梁钢筋_N7:主梁钢筋_N7:634375,634375,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2998,1305,189084,03N8znp9vBf95NCihtG3v0,主梁钢筋_N7:主梁钢筋_N7:634379,634379,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
2999,1307,189106,03N8znp9vBf95NCihtG3v4,主梁钢筋_N7:主梁钢筋_N7:634383,634383,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3000,1309,189128,03N8znp9vBf95NCihtG3vO,主梁钢筋_N7:主梁钢筋_N7:634387,634387,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3001,1311,189150,03N8znp9vBf95NCihtG3vS,主梁钢筋_N7:主梁钢筋_N7:634391,634391,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3002,1313,189172,03N8znp9vBf95NCihtG3vG,主梁钢筋_N7:主梁钢筋_N7:634395,634395,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3003,1315,189194,03N8znp9vBf95NCihtG3vK,主梁钢筋_N7:主梁钢筋_N7:634399,634399,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3004,1317,189216,03N8znp9vBf95NCihtG3ve,主梁钢筋_N7:主梁钢筋_N7:634403,634403,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3005,1319,189238,03N8znp9vBf95NCihtG3vi,主梁钢筋_N7:主梁钢筋_N7:634407,634407,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3006,1321,189260,03N8znp9vBf95NCihtG3vW,主梁钢筋_N7:主梁钢筋_N7:634411,634411,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3007,1323,189282,03N8znp9vBf95NCihtG3va,主梁钢筋_N7:主梁钢筋_N7:634415,634415,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3008,1325,189304,03N8znp9vBf95NCihtG3vu,主梁钢筋_N7:主梁钢筋_N7:634419,634419,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3009,1327,189326,03N8znp9vBf95NCihtG3vy,主梁钢筋_N7:主梁钢筋_N7:634423,634423,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3010,1329,189348,03N8znp9vBf95NCihtG3vm,主梁钢筋_N7:主梁钢筋_N7:634427,634427,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3011,1331,189370,03N8znp9vBf95NCihtG3vq,主梁钢筋_N7:主梁钢筋_N7:634431,634431,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3012,1333,189392,03N8znp9vBf95NCihtG3u8,主梁钢筋_N7:主梁钢筋_N7:634435,634435,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3013,1335,189414,03N8znp9vBf95NCihtG3uC,主梁钢筋_N7:主梁钢筋_N7:634439,634439,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3014,1337,189436,03N8znp9vBf95NCihtG3u0,主梁钢筋_N7:主梁钢筋_N7:634443,634443,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3015,1339,189458,03N8znp9vBf95NCihtG3u4,主梁钢筋_N7:主梁钢筋_N7:634447,634447,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3016,1341,189480,03N8znp9vBf95NCihtG3uO,主梁钢筋_N7:主梁钢筋_N7:634451,634451,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3017,1343,189502,03N8znp9vBf95NCihtG3uG,主梁钢筋_N7:主梁钢筋_N7:634459,634459,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3018,1345,189524,03N8znp9vBf95NCihtG3uK,主梁钢筋_N7:主梁钢筋_N7:634463,634463,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3019,1347,189546,03N8znp9vBf95NCihtG3ue,主梁钢筋_N7:主梁钢筋_N7:634467,634467,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
3020,1349,189568,03N8znp9vBf95NCihtG3ui,主梁钢筋_N7:主梁钢筋_N7:634471,634471,3240.28299,6.00000,0.00000000;0.00000000;-1.00000000,0
