installation_step,bar_index,entity_id,guid,name,tag,length_mm,radius_mm,entry_direction,forced_core_resolution
903,2185,284597,3PpqhBPkD87Rcsb8SRKl6q,主梁钢筋_N18:主梁钢筋_N18:679895,679895,507.39317,6.00000,0.00000000;0.00000000;-1.00000000,0
904,2191,284663,3PpqhBPkD87Rcsb8SRKl6z,主梁钢筋_N18:主梁钢筋_N18:679902,679902,507.39317,6.00000,0.00000000;0.00000000;-1.00000000,0
905,2197,284729,3PpqhBPkD87Rcsb8SRKl66,主梁钢筋_N18:主梁钢筋_N18:679909,679909,507.39317,6.00000,0.00000000;0.00000000;-1.00000000,0
906,2203,284795,3PpqhBPkD87Rcsb8SRKl6F,主梁钢筋_N18:主梁钢筋_N18:679916,679916,507.39317,6.00000,0.00000000;0.00000000;-1.00000000,0
907,2209,284861,3PpqhBPkD87Rcsb8SRKl6G,主梁钢筋_N18:主梁钢筋_N18:679923,679923,507.39317,6.00000,0.00000000;0.00000000;-1.00000000,0
908,2215,284927,3PpqhBPkD87Rcsb8SRKl6O,主梁钢筋_N18:主梁钢筋_N18:679931,679931,507.39317,6.00000,0.00000000;0.00000000;-1.00000000,0
909,2221,284993,3PpqhBPkD87Rcsb8SRKivW,主梁钢筋_N18:主梁钢筋_N18:679939,679939,507.39317,6.00000,0.00000000;0.00000000;-1.00000000,0
910,2227,285059,3PpqhBPkD87Rcsb8SRKive,主梁钢筋_N18:主梁钢筋_N18:679947,679947,507.39317,6.00000,0.00000000;0.00000000;-1.00000000,0
911,2233,285125,3PpqhBPkD87Rcsb8SRKivm,主梁钢筋_N18:主梁钢筋_N18:679955,679955,507.39317,6.00000,0.00000000;0.00000000;-1.00000000,0
912,2239,285191,3PpqhBPkD87Rcsb8SRKivu,主梁钢筋_N18:主梁钢筋_N18:679963,679963,507.39317,6.00000,0.00000000;0.00000000;-1.00000000,0
913,2245,285257,3PpqhBPkD87Rcsb8SRKiv0,主梁钢筋_N18:主梁钢筋_N18:679971,679971,507.39317,6.00000,0.00000000;0.00000000;-1.00000000,0
914,298,116113,03ROboBXj84foxBMwZdeus,主梁钢筋_N10:主梁钢筋_N10:622492,622492,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
915,325,134168,03ROboBXj84foxBMwZddCc,主梁钢筋_N10:主梁钢筋_N10:623244,623244,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
916,284,99977,03ROboBXj84foxBMwZdews,主梁钢筋_N10:主梁钢筋_N10:622364,622364,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
917,311,118034,03ROboBXj84foxBMwZddFQ,主梁钢筋_N10:主梁钢筋_N10:623216,623216,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
918,3105,372642,0CGf8efXbEE8pP1ORb917R,主梁钢筋_N26a:主梁钢筋_N26a:691962,691962,2440.09546,8.00000,0.00000000;0.00000000;-1.00000000,0
919,3095,372532,0CGf8efXbEE8pP1ORb917s,主梁钢筋_N26a:主梁钢筋_N26a:691927,691927,2440.09546,8.00000,0.00000000;0.00000000;-1.00000000,0
920,3100,372587,0CGf8efXbEE8pP1ORb917H,主梁钢筋_N26a:主梁钢筋_N26a:691952,691952,2440.09546,8.00000,0.00000000;0.00000000;-1.00000000,0
921,3090,371011,0CGf8efXbEE8pP1ORb916$,主梁钢筋_N26a:主梁钢筋_N26a:691870,691870,2440.09546,8.00000,0.00000000;0.00000000;-1.00000000,0
922,2755,299673,3PpqhBPkD87Rcsb8SRKikI,主梁钢筋_N19:主梁钢筋_N19:681457,681457,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
923,2752,299640,3PpqhBPkD87Rcsb8SRKikE,主梁钢筋_N19:主梁钢筋_N19:681453,681453,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
924,2749,299607,3PpqhBPkD87Rcsb8SRKikA,主梁钢筋_N19:主梁钢筋_N19:681449,681449,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
925,2758,299706,3PpqhBPkD87Rcsb8SRKikM,主梁钢筋_N19:主梁钢筋_N19:681461,681461,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
926,2761,299739,3PpqhBPkD87Rcsb8SRKikQ,主梁钢筋_N19:主梁钢筋_N19:681465,681465,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
927,2764,299772,3PpqhBPkD87Rcsb8SRKikU,主梁钢筋_N19:主梁钢筋_N19:681469,681469,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
928,2767,299805,3PpqhBPkD87Rcsb8SRKiXY,主梁钢筋_N19:主梁钢筋_N19:681473,681473,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
929,2770,299838,3PpqhBPkD87Rcsb8SRKiXc,主梁钢筋_N19:主梁钢筋_N19:681477,681477,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
930,2773,299871,3PpqhBPkD87Rcsb8SRKiXg,主梁钢筋_N19:主梁钢筋_N19:681481,681481,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
931,2776,299904,3PpqhBPkD87Rcsb8SRKiXk,主梁钢筋_N19:主梁钢筋_N19:681485,681485,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
932,2779,299937,3PpqhBPkD87Rcsb8SRKiXo,主梁钢筋_N19:主梁钢筋_N19:681489,681489,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
933,2782,299970,3PpqhBPkD87Rcsb8SRKiXs,主梁钢筋_N19:主梁钢筋_N19:681493,681493,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
934,2785,300003,3PpqhBPkD87Rcsb8SRKiXw,主梁钢筋_N19:主梁钢筋_N19:681497,681497,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
935,2788,300036,3PpqhBPkD87Rcsb8SRKiX_,主梁钢筋_N19:主梁钢筋_N19:681501,681501,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
936,2791,300069,3PpqhBPkD87Rcsb8SRKiX2,主梁钢筋_N19:主梁钢筋_N19:681505,681505,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
937,2794,300102,3PpqhBPkD87Rcsb8SRKiX6,主梁钢筋_N19:主梁钢筋_N19:681509,681509,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
938,2797,300135,3PpqhBPkD87Rcsb8SRKiXA,主梁钢筋_N19:主梁钢筋_N19:681513,681513,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
939,2638,292136,3PpqhBPkD87Rcsb8SRKijo,主梁钢筋_N19:主梁钢筋_N19:681233,681233,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
940,2641,293419,3PpqhBPkD87Rcsb8SRKijs,主梁钢筋_N19:主梁钢筋_N19:681237,681237,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
941,2644,293452,3PpqhBPkD87Rcsb8SRKijw,主梁钢筋_N19:主梁钢筋_N19:681241,681241,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
942,2647,293485,3PpqhBPkD87Rcsb8SRKij_,主梁钢筋_N19:主梁钢筋_N19:681245,681245,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
943,2650,293518,3PpqhBPkD87Rcsb8SRKij2,主梁钢筋_N19:主梁钢筋_N19:681249,681249,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
944,2653,293551,3PpqhBPkD87Rcsb8SRKij6,主梁钢筋_N19:主梁钢筋_N19:681253,681253,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
945,2656,293584,3PpqhBPkD87Rcsb8SRKijA,主梁钢筋_N19:主梁钢筋_N19:681257,681257,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
946,2659,293617,3PpqhBPkD87Rcsb8SRKijE,主梁钢筋_N19:主梁钢筋_N19:681261,681261,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
947,2662,293650,3PpqhBPkD87Rcsb8SRKijI,主梁钢筋_N19:主梁钢筋_N19:681265,681265,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
948,2665,293683,3PpqhBPkD87Rcsb8SRKijM,主梁钢筋_N19:主梁钢筋_N19:681269,681269,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
949,2668,293716,3PpqhBPkD87Rcsb8SRKijQ,主梁钢筋_N19:主梁钢筋_N19:681273,681273,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
950,2671,293749,3PpqhBPkD87Rcsb8SRKijU,主梁钢筋_N19:主梁钢筋_N19:681277,681277,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
951,2674,293782,3PpqhBPkD87Rcsb8SRKiiY,主梁钢筋_N19:主梁钢筋_N19:681281,681281,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
952,2677,293815,3PpqhBPkD87Rcsb8SRKiic,主梁钢筋_N19:主梁钢筋_N19:681285,681285,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
953,2680,293848,3PpqhBPkD87Rcsb8SRKiig,主梁钢筋_N19:主梁钢筋_N19:681289,681289,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
954,2683,293881,3PpqhBPkD87Rcsb8SRKiik,主梁钢筋_N19:主梁钢筋_N19:681293,681293,504.36209,6.00000,0.00000000;0.00000000;-1.00000000,0
955,2800,300168,3PpqhBPkD87Rcsb8SRKiXD,主梁钢筋_N19:主梁钢筋_N19:681518,681518,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
956,2803,300201,3PpqhBPkD87Rcsb8SRKiXH,主梁钢筋_N19:主梁钢筋_N19:681522,681522,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
957,2806,300234,3PpqhBPkD87Rcsb8SRKiXL,主梁钢筋_N19:主梁钢筋_N19:681526,681526,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
958,2809,300267,3PpqhBPkD87Rcsb8SRKiXP,主梁钢筋_N19:主梁钢筋_N19:681530,681530,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
959,2812,300300,3PpqhBPkD87Rcsb8SRKiXT,主梁钢筋_N19:主梁钢筋_N19:681534,681534,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
960,2815,300333,3PpqhBPkD87Rcsb8SRKiWX,主梁钢筋_N19:主梁钢筋_N19:681538,681538,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
961,2818,300366,3PpqhBPkD87Rcsb8SRKiWb,主梁钢筋_N19:主梁钢筋_N19:681542,681542,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
962,2821,300399,3PpqhBPkD87Rcsb8SRKiWf,主梁钢筋_N19:主梁钢筋_N19:681546,681546,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
963,2824,300432,3PpqhBPkD87Rcsb8SRKiWj,主梁钢筋_N19:主梁钢筋_N19:681550,681550,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
964,2827,300465,3PpqhBPkD87Rcsb8SRKiWn,主梁钢筋_N19:主梁钢筋_N19:681554,681554,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
965,2830,300498,3PpqhBPkD87Rcsb8SRKiWr,主梁钢筋_N19:主梁钢筋_N19:681558,681558,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
966,2833,300531,3PpqhBPkD87Rcsb8SRKiWv,主梁钢筋_N19:主梁钢筋_N19:681562,681562,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
967,2836,300564,3PpqhBPkD87Rcsb8SRKiWz,主梁钢筋_N19:主梁钢筋_N19:681566,681566,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
968,2839,300597,3PpqhBPkD87Rcsb8SRKiW1,主梁钢筋_N19:主梁钢筋_N19:681570,681570,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
969,2842,300630,3PpqhBPkD87Rcsb8SRKiW5,主梁钢筋_N19:主梁钢筋_N19:681574,681574,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
970,2845,300663,3PpqhBPkD87Rcsb8SRKiW9,主梁钢筋_N19:主梁钢筋_N19:681578,681578,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
971,2633,289525,3PpqhBPkD87Rcsb8SRKig6,主梁钢筋_N19:主梁钢筋_N19:681189,681189,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
972,2626,289448,3PpqhBPkD87Rcsb8SRKig$,主梁钢筋_N19:主梁钢筋_N19:681180,681180,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
973,2619,289371,3PpqhBPkD87Rcsb8SRKigm,主梁钢筋_N19:主梁钢筋_N19:681171,681171,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
974,2612,289294,3PpqhBPkD87Rcsb8SRKigf,主梁钢筋_N19:主梁钢筋_N19:681162,681162,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
975,2605,289217,3PpqhBPkD87Rcsb8SRKigY,主梁钢筋_N19:主梁钢筋_N19:681153,681153,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
976,2598,289140,3PpqhBPkD87Rcsb8SRKihR,主梁钢筋_N19:主梁钢筋_N19:681144,681144,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
977,2591,289063,3PpqhBPkD87Rcsb8SRKihC,主梁钢筋_N19:主梁钢筋_N19:681135,681135,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
978,2584,288986,3PpqhBPkD87Rcsb8SRKih5,主梁钢筋_N19:主梁钢筋_N19:681126,681126,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
979,2577,288909,3PpqhBPkD87Rcsb8SRKih_,主梁钢筋_N19:主梁钢筋_N19:681117,681117,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
980,2570,288832,3PpqhBPkD87Rcsb8SRKiht,主梁钢筋_N19:主梁钢筋_N19:681108,681108,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
981,2563,288755,3PpqhBPkD87Rcsb8SRKihe,主梁钢筋_N19:主梁钢筋_N19:681099,681099,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
982,2556,288678,3PpqhBPkD87Rcsb8SRKihX,主梁钢筋_N19:主梁钢筋_N19:681090,681090,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
983,2549,288601,3PpqhBPkD87Rcsb8SRKieQ,主梁钢筋_N19:主梁钢筋_N19:681081,681081,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
984,2542,288524,3PpqhBPkD87Rcsb8SRKieJ,主梁钢筋_N19:主梁钢筋_N19:681072,681072,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
985,2535,288447,3PpqhBPkD87Rcsb8SRKie4,主梁钢筋_N19:主梁钢筋_N19:681063,681063,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
986,2528,288370,3PpqhBPkD87Rcsb8SRKiej,主梁钢筋_N19:主梁钢筋_N19:681038,681038,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
987,1969,267121,3PpqhBPkD87Rcsb8SRKl$A,主梁钢筋_N19:主梁钢筋_N19:676265,676265,504.36219,6.00000,0.00000000;0.00000000;-1.00000000,0
988,3108,373939,1sLQhrNC92jRLQJb4eaTYF,主梁钢筋_N19a:主梁钢筋_N19a:693640,693640,474.85944,6.00000,0.00000000;0.00000000;-1.00000000,0
989,3123,380425,1sLQhrNC92jRLQJb4eaTko,主梁钢筋_N19a:主梁钢筋_N19a:693941,693941,474.85944,6.00000,0.00000000;0.00000000;-1.00000000,0
990,3118,380370,1sLQhrNC92jRLQJb4eaTkf,主梁钢筋_N19a:主梁钢筋_N19a:693934,693934,474.85944,6.00000,0.00000000;0.00000000;-1.00000000,0
991,3113,377787,1sLQhrNC92jRLQJb4eaTkQ,主梁钢筋_N19a:主梁钢筋_N19a:693917,693917,474.85944,6.00000,0.00000000;0.00000000;-1.00000000,0
992,3110,376490,1sLQhrNC92jRLQJb4eaTiM,主梁钢筋_N19a:主梁钢筋_N19a:693777,693777,456.98668,6.00000,0.00000000;0.00000000;-1.00000000,0
993,3125,380447,1sLQhrNC92jRLQJb4eaTkm,主梁钢筋_N19a:主梁钢筋_N19a:693943,693943,456.98668,6.00000,0.00000000;0.00000000;-1.00000000,0
994,3120,380392,1sLQhrNC92jRLQJb4eaTks,主梁钢筋_N19a:主梁钢筋_N19a:693937,693937,456.98668,6.00000,0.00000000;0.00000000;-1.00000000,0
995,3115,380337,1sLQhrNC92jRLQJb4eaTkd,主梁钢筋_N19a:主梁钢筋_N19a:693920,693920,456.98668,6.00000,0.00000000;0.00000000;-1.00000000,0
996,3112,376512,1sLQhrNC92jRLQJb4eaTib,主梁钢筋_N19a:主梁钢筋_N19a:693794,693794,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
997,3127,380469,1sLQhrNC92jRLQJb4eaTk_,主梁钢筋_N19a:主梁钢筋_N19a:693945,693945,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
998,3122,380414,1sLQhrNC92jRLQJb4eaTkp,主梁钢筋_N19a:主梁钢筋_N19a:693940,693940,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
999,3117,380359,1sLQhrNC92jRLQJb4eaTka,主梁钢筋_N19a:主梁钢筋_N19a:693923,693923,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
1000,3111,376501,1sLQhrNC92jRLQJb4eaTiL,主梁钢筋_N19a:主梁钢筋_N19a:693778,693778,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
1001,3109,375215,1sLQhrNC92jRLQJb4eaTZe,主梁钢筋_N19a:主梁钢筋_N19a:693743,693743,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
1002,3119,380381,1sLQhrNC92jRLQJb4eaTke,主梁钢筋_N19a:主梁钢筋_N19a:693935,693935,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
1003,3121,380403,1sLQhrNC92jRLQJb4eaTkr,主梁钢筋_N19a:主梁钢筋_N19a:693938,693938,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
1004,3124,380436,1sLQhrNC92jRLQJb4eaTkn,主梁钢筋_N19a:主梁钢筋_N19a:693942,693942,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
1005,3114,379062,1sLQhrNC92jRLQJb4eaTkP,主梁钢筋_N19a:主梁钢筋_N19a:693918,693918,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
1006,3126,380458,1sLQhrNC92jRLQJb4eaTk$,主梁钢筋_N19a:主梁钢筋_N19a:693944,693944,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
1007,3116,380348,1sLQhrNC92jRLQJb4eaTkc,主梁钢筋_N19a:主梁钢筋_N19a:693921,693921,439.14437,6.00000,0.00000000;0.00000000;-1.00000000,0
1008,299,116124,03ROboBXj84foxBMwZdeu9,主梁钢筋_N10:主梁钢筋_N10:622499,622499,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1009,326,134179,03ROboBXj84foxBMwZddCa,主梁钢筋_N10:主梁钢筋_N10:623246,623246,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1010,2975,341434,3qlyKYfH9E9fgTzD5PQCbk,主梁钢筋_N22:主梁钢筋_N22:684935,684935,490.00761,6.00000,0.00000000;0.00000000;-1.00000000,0
1011,2995,351830,3qlyKYfH9E9fgTzD5PQCas,主梁钢筋_N22:主梁钢筋_N22:685023,685023,490.00761,6.00000,0.00000000;0.00000000;-1.00000000,0
1012,3014,353327,3qlyKYfH9E9fgTzD5PQCaT,主梁钢筋_N22:主梁钢筋_N22:685044,685044,490.00874,6.00000,0.00000000;0.00000000;-1.00000000,0
1013,2956,318351,3qlyKYfH9E9fgTzD5PQDN3,主梁钢筋_N22:主梁钢筋_N22:683818,683818,490.00874,6.00000,0.00000000;0.00000000;-1.00000000,0
1014,2970,334983,3qlyKYfH9E9fgTzD5PQCbf,主梁钢筋_N22:主梁钢筋_N22:684928,684928,464.69533,6.00000,0.00000000;0.00000000;-1.00000000,0
1015,2989,350486,3qlyKYfH9E9fgTzD5PQCa_,主梁钢筋_N22:主梁钢筋_N22:685015,685015,464.69533,6.00000,0.00000000;0.00000000;-1.00000000,0
1016,3009,353272,3qlyKYfH9E9fgTzD5PQCa6,主梁钢筋_N22:主梁钢筋_N22:685039,685039,464.69533,6.00000,0.00000000;0.00000000;-1.00000000,0
1017,2950,310611,3qlyKYfH9E9fgTzD5PQDN_,主梁钢筋_N22:主梁钢筋_N22:683799,683799,464.69533,6.00000,0.00000000;0.00000000;-1.00000000,0
1018,2965,328636,3qlyKYfH9E9fgTzD5PQCcG,主梁钢筋_N22:主梁钢筋_N22:684921,684921,395.33918,6.00000,0.00000000;0.00000000;-1.00000000,0
1019,3004,353217,3qlyKYfH9E9fgTzD5PQCa3,主梁钢筋_N22:主梁钢筋_N22:685034,685034,395.33918,6.00000,0.00000000;0.00000000;-1.00000000,0
1020,2944,303002,3qlyKYfH9E9fgTzD5PQDV8,主梁钢筋_N22:主梁钢筋_N22:683297,683297,395.33918,6.00000,0.00000000;0.00000000;-1.00000000,0
1021,2983,349170,3qlyKYfH9E9fgTzD5PQCac,主梁钢筋_N22:主梁钢筋_N22:685007,685007,395.33918,6.00000,0.00000000;0.00000000;-1.00000000,0
1022,283,99966,03ROboBXj84foxBMwZdewp,主梁钢筋_N10:主梁钢筋_N10:622361,622361,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1023,310,118023,03ROboBXj84foxBMwZddF4,主梁钢筋_N10:主梁钢筋_N10:623214,623214,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1024,300,116135,03ROboBXj84foxBMwZdeu0,主梁钢筋_N10:主梁钢筋_N10:622506,622506,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1025,327,134190,03ROboBXj84foxBMwZddCw,主梁钢筋_N10:主梁钢筋_N10:623248,623248,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1026,282,99955,03ROboBXj84foxBMwZdewy,主梁钢筋_N10:主梁钢筋_N10:622358,622358,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1027,309,118012,03ROboBXj84foxBMwZddF6,主梁钢筋_N10:主梁钢筋_N10:623212,623212,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1028,3104,372631,0CGf8efXbEE8pP1ORb917P,主梁钢筋_N26a:主梁钢筋_N26a:691960,691960,2440.09546,8.00000,0.00000000;0.00000000;-1.00000000,0
1029,3094,372521,0CGf8efXbEE8pP1ORb917q,主梁钢筋_N26a:主梁钢筋_N26a:691925,691925,2440.09546,8.00000,0.00000000;0.00000000;-1.00000000,0
1030,3099,372576,0CGf8efXbEE8pP1ORb917F,主梁钢筋_N26a:主梁钢筋_N26a:691950,691950,2440.09546,8.00000,0.00000000;0.00000000;-1.00000000,0
1031,3089,371000,0CGf8efXbEE8pP1ORb916t,主梁钢筋_N26a:主梁钢筋_N26a:691862,691862,2440.09546,8.00000,0.00000000;0.00000000;-1.00000000,0
1032,301,116146,03ROboBXj84foxBMwZdeuP,主梁钢筋_N10:主梁钢筋_N10:622515,622515,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1033,328,134201,03ROboBXj84foxBMwZddCu,主梁钢筋_N10:主梁钢筋_N10:623250,623250,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1034,281,99944,03ROboBXj84foxBMwZdewv,主梁钢筋_N10:主梁钢筋_N10:622355,622355,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1035,308,118001,03ROboBXj84foxBMwZddF0,主梁钢筋_N10:主梁钢筋_N10:623210,623210,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1036,3075,369379,3qlyKYfH9E9fgTzD5PQCz4,主梁钢筋_N23:主梁钢筋_N23:685485,685485,542.31245,6.00000,0.00000000;0.00000000;-1.00000000,0
1037,3080,369434,3qlyKYfH9E9fgTzD5PQCzR,主梁钢筋_N23:主梁钢筋_N23:685490,685490,542.31245,6.00000,0.00000000;0.00000000;-1.00000000,0
1038,3085,369489,3qlyKYfH9E9fgTzD5PQCzU,主梁钢筋_N23:主梁钢筋_N23:685495,685495,542.31245,6.00000,0.00000000;0.00000000;-1.00000000,0
1039,3037,361271,3qlyKYfH9E9fgTzD5PQC$U,主梁钢筋_N23:主梁钢筋_N23:685367,685367,542.31245,6.00000,0.00000000;0.00000000;-1.00000000,0
1040,3031,361205,3qlyKYfH9E9fgTzD5PQC$t,主梁钢筋_N23:主梁钢筋_N23:685342,685342,542.31245,6.00000,0.00000000;0.00000000;-1.00000000,0
1041,3025,358571,3qlyKYfH9E9fgTzD5PQCxC,主梁钢筋_N23:主梁钢筋_N23:685093,685093,542.31245,6.00000,0.00000000;0.00000000;-1.00000000,0
1042,3052,367842,3qlyKYfH9E9fgTzD5PQC_u,主梁钢筋_N23:主梁钢筋_N23:685393,685393,542.31170,6.00000,0.00000000;0.00000000;-1.00000000,0
1043,3047,367787,3qlyKYfH9E9fgTzD5PQC_Z,主梁钢筋_N23:主梁钢筋_N23:685386,685386,542.31170,6.00000,0.00000000;0.00000000;-1.00000000,0
1044,3042,365164,3qlyKYfH9E9fgTzD5PQC_g,主梁钢筋_N23:主梁钢筋_N23:685379,685379,542.31170,6.00000,0.00000000;0.00000000;-1.00000000,0
1045,3058,369192,3qlyKYfH9E9fgTzD5PQCzn,主梁钢筋_N23:主梁钢筋_N23:685464,685464,542.31170,6.00000,0.00000000;0.00000000;-1.00000000,0
1046,3064,369258,3qlyKYfH9E9fgTzD5PQCz9,主梁钢筋_N23:主梁钢筋_N23:685472,685472,542.31170,6.00000,0.00000000;0.00000000;-1.00000000,0
1047,3070,369324,3qlyKYfH9E9fgTzD5PQCz1,主梁钢筋_N23:主梁钢筋_N23:685480,685480,542.31170,6.00000,0.00000000;0.00000000;-1.00000000,0
1048,887,146804,2iKFkn6PLFjw0FBYCmohke,主梁钢筋_N1e:主梁钢筋_N1e:628209,628209,1788.47645,10.00000,0.00000000;0.00000000;-1.00000000,0
1049,891,146852,2iKFkn6PLFjw0FBYCmohkX,主梁钢筋_N1e:主梁钢筋_N1e:628216,628216,1788.47645,10.00000,0.00000000;0.00000000;-1.00000000,0
1050,886,146792,2iKFkn6PLFjw0FBYCmohks,主梁钢筋_N1e:主梁钢筋_N1e:628207,628207,1788.47645,10.00000,0.00000000;0.00000000;-1.00000000,0
1051,890,146840,2iKFkn6PLFjw0FBYCmohkk,主梁钢筋_N1e:主梁钢筋_N1e:628215,628215,1788.47645,10.00000,0.00000000;0.00000000;-1.00000000,0
1052,889,146828,2iKFkn6PLFjw0FBYCmohkl,主梁钢筋_N1e:主梁钢筋_N1e:628214,628214,1788.47645,10.00000,0.00000000;0.00000000;-1.00000000,0
1053,885,145254,2iKFkn6PLFjw0FBYCmohkz,主梁钢筋_N1e:主梁钢筋_N1e:628196,628196,1788.47645,10.00000,0.00000000;0.00000000;-1.00000000,0
1054,888,146816,2iKFkn6PLFjw0FBYCmohkj,主梁钢筋_N1e:主梁钢筋_N1e:628212,628212,1788.47645,10.00000,0.00000000;0.00000000;-1.00000000,0
1055,884,145241,2iKFkn6PLFjw0FBYCmohpe,主梁钢筋_N1e:主梁钢筋_N1e:627377,627377,1788.47645,10.00000,0.00000000;0.00000000;-1.00000000,0
1056,302,116157,03ROboBXj84foxBMwZdeuG,主梁钢筋_N10:主梁钢筋_N10:622522,622522,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
1057,329,134212,03ROboBXj84foxBMwZddC_,主梁钢筋_N10:主梁钢筋_N10:623252,623252,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
